video_id,text,author,published,region,language
ad79nYk2keg,"D, AI that develops emotions over the time.",@viragikagunaratna3198,2024-07-16T02:55:17Z,IN,en
ad79nYk2keg,The answer is D. AI can't develop emotions yet,@mhkazemirad5139,2024-07-12T02:32:10Z,IN,en
ad79nYk2keg,Option d ai that develops emotions over time,@AnnaMathew-om1rh,2024-07-11T06:20:07Z,IN,en
ad79nYk2keg,definitely B!!! Great video!💖,@jesydecorations,2024-07-11T01:19:31Z,IN,en
ad79nYk2keg,The answer is A😊,@akwasiyeboah718,2024-07-08T18:46:10Z,IN,en
ad79nYk2keg,wow,@TungPham-n3v,2024-07-08T10:12:32Z,IN,undetected
ad79nYk2keg,Know I'm understanding what AI is thanks,@Masharikiboy-3000,2024-07-08T02:30:56Z,IN,en
ad79nYk2keg,Wow,@TungPham-m4d,2024-07-05T04:52:18Z,IN,undetected
ad79nYk2keg,The answer is D.,@AnwarHossain-x5e,2024-06-25T13:51:31Z,IN,en
ad79nYk2keg,B,@borlakuntarajesh6714,2024-06-20T08:30:41Z,IN,undetected
ad79nYk2keg,a) An AI robot with citizenship,@kritikamamtagaur6968,2024-06-20T05:51:10Z,IN,en
ad79nYk2keg,Option D,@rahadulislamisrahat8922,2024-06-19T08:14:27Z,IN,en
ad79nYk2keg,A,@discoverclub3576,2024-06-19T06:43:58Z,IN,undetected
ad79nYk2keg,Ans is D,@ratikashahi2603,2024-06-17T04:52:36Z,IN,af
ad79nYk2keg,Option A An AI robot with citizenship,@shreeshailjawale3972,2024-06-13T21:08:25Z,IN,en
ad79nYk2keg,Option A,@L12made_it,2024-06-12T15:53:23Z,IN,en
ad79nYk2keg,ai with human emotions doesn't exist,@saikumarrayudu6900,2024-06-11T05:26:34Z,IN,en
ad79nYk2keg,Ans: A robot with a muscular skeletal system,@NareshC-s4m,2024-06-10T11:48:17Z,IN,en
ad79nYk2keg,B,@ManideepthiGali,2024-06-09T16:18:36Z,IN,undetected
ad79nYk2keg,"Hi, D is the right answer!",@b0dyfitz0ne,2024-06-09T11:14:47Z,IN,en
ad79nYk2keg,Hi Simplilearn...can you organize this playlist in order for studying ai ml course completely....?,@howl._.0707,2024-06-09T05:18:43Z,IN,en
ad79nYk2keg,How I wished to learn AI for goodness sake.,@CVBalanga,2024-06-09T05:09:37Z,IN,en
ad79nYk2keg,All of the above !,@Ag_Saurabh,2024-06-07T10:08:03Z,IN,en
ad79nYk2keg,A robot with a muscular skeletal system,@HEMASRISEELAM-rv7sd,2024-06-07T07:48:00Z,IN,en
ad79nYk2keg,D,@KarthikS-ke7wm,2024-06-07T06:49:10Z,IN,undetected
ad79nYk2keg,The answer is A,@juliuseguabor3891,2024-06-06T20:10:13Z,IN,en
ad79nYk2keg,D.,@grovingsclothings,2024-05-28T12:34:55Z,IN,undetected
ad79nYk2keg,Option c,@vamsipuppala5981,2024-05-27T12:50:09Z,IN,en
ad79nYk2keg,The answer is A,@nehagupta-ku2vu,2024-05-27T07:40:17Z,IN,en
ad79nYk2keg,C,@ibrahimyahya6530,2024-05-27T07:33:03Z,IN,undetected
ad79nYk2keg,"Answer:D
Ai that develops emotions over time",@SriSaiNanajiChowdary,2024-05-26T11:25:12Z,IN,en
ad79nYk2keg,option D is my answer,@BhargaviGuntakala,2024-05-23T05:30:55Z,IN,en
ad79nYk2keg,The ai the can read human’s emotions,@kamalaeloisa1522,2024-05-23T04:23:08Z,IN,en
ad79nYk2keg,Option D,@chittaprasanthi4200,2024-05-22T12:21:32Z,IN,en
ad79nYk2keg,D. AI that developes emotions over time.,@gersonkingz14,2024-05-22T08:24:18Z,IN,en
ad79nYk2keg,Option D,@AzithMakaram,2024-05-22T06:35:44Z,IN,en
ad79nYk2keg,d,@sarhank-nv1bu,2024-05-21T09:42:34Z,IN,undetected
ad79nYk2keg,D. AI will not develop emotions over time.,@venkataramanachandrakala7485,2024-05-21T05:37:27Z,IN,en
ad79nYk2keg,"D, AI that develops emotions over time",@kafulachisenga9338,2024-05-20T16:55:33Z,IN,en
ad79nYk2keg,A.  An Air robot with citizenship,@TejasWahane,2024-05-20T15:00:23Z,IN,en
ad79nYk2keg,"A machine that hasn't developed emotions, yet.",@casbv87,2024-05-20T13:58:01Z,IN,en
ad79nYk2keg,D,@dhanishamohun498,2024-05-19T18:34:26Z,IN,undetected
ad79nYk2keg,The answer is D,@rohiteshsrivastava1857,2024-05-18T12:42:28Z,IN,en
ad79nYk2keg,D : AI THAT DEVELOPS EMOTIONS OVER TIME doesn't exist yet as of now,@prathimagorusu6443,2024-05-16T06:34:36Z,IN,en
ad79nYk2keg,B,@Evelyn-mo5mj,2024-05-15T18:21:17Z,IN,undetected
ad79nYk2keg,My answer is c,@chinnu-e4g,2024-05-15T06:06:52Z,IN,en
ad79nYk2keg,C,@swan2175,2024-05-15T03:10:17Z,IN,undetected
ad79nYk2keg,The answer is D. AI that develops emotions over time.,@CARLOSFLORIANONETO,2024-05-15T00:45:45Z,IN,en
ad79nYk2keg,The other half answers:  D,@lorrilewis8516,2024-05-14T12:33:15Z,IN,en
ad79nYk2keg,Op. B,@triptijha3770,2024-05-12T14:42:57Z,IN,nl
ad79nYk2keg,2,@shayanmirza2251,2024-05-07T17:31:33Z,IN,undetected
ad79nYk2keg,D,@chatlajayasanthi7872,2024-04-22T10:52:40Z,IN,undetected
ad79nYk2keg,B coz its physical impossible,@gilgalsamuel3757,2024-03-25T06:39:25Z,IN,en
ad79nYk2keg,D,@edulanliza,2024-02-28T00:09:19Z,IN,undetected
ad79nYk2keg,OUTSTANDING......KEEP IT UP.,@khushboorani1945,2024-02-27T04:19:46Z,IN,de
ad79nYk2keg,Bones,@AZkrAZ,2024-02-27T02:34:10Z,IN,it
ad79nYk2keg,OPTION D,@jinhitentertainment9548,2024-02-25T13:28:21Z,IN,de
ad79nYk2keg,Answer Is D,@williamifan7020,2024-02-25T11:11:30Z,IN,de
ad79nYk2keg,It's b.,@betelhemandargi3051,2024-02-24T15:37:22Z,IN,en
ad79nYk2keg,AI that develops emotional over time,@amarjeetajalkar7321,2024-02-23T11:35:04Z,IN,en
ad79nYk2keg,B and d,@zunairshoaib2956,2024-02-21T17:36:21Z,IN,en
ad79nYk2keg,Ans:b like,@sajiraph2550,2024-02-21T17:36:19Z,IN,af
ad79nYk2keg,D. 😊,@birthday453,2024-02-21T13:15:23Z,IN,undetected
ad79nYk2keg,D,@madhurshinde5840,2024-02-21T03:49:31Z,IN,undetected
ad79nYk2keg,D,@sivasthruthi2927,2024-02-14T05:41:25Z,IN,undetected
ad79nYk2keg,B,@dhanasekarandhanasekaran4886,2024-02-14T05:33:56Z,IN,undetected
ad79nYk2keg,D IS THE ANSWER,@BALLOON_POPS,2024-02-13T06:34:33Z,IN,en
ad79nYk2keg,""" A """,@martemusic,2024-02-12T23:22:21Z,IN,hu
ad79nYk2keg,D,@henujakatuwapitiya6691,2024-02-12T14:21:44Z,IN,undetected
ad79nYk2keg,a,@amantinu2218,2024-02-12T05:51:13Z,IN,undetected
ad79nYk2keg,D,@AbhinavDinuraj-vd9on,2024-02-11T07:38:38Z,IN,undetected
ad79nYk2keg,Option D is the right ans but why not A,@sriyasahoo2431,2024-02-10T04:04:04Z,IN,en
ad79nYk2keg,D. Not there yet.,@Vahmrick60,2024-02-09T20:17:06Z,IN,en
ad79nYk2keg,c,@Harshitha-e2s,2024-02-07T15:43:08Z,IN,undetected
ad79nYk2keg,Answer c,@robinramchiary5434,2024-02-07T15:39:39Z,IN,de
ad79nYk2keg,Thank you for presenting AI with clarity.,@Ranjanwatson,2024-02-07T12:01:22Z,IN,en
ad79nYk2keg,Nice information,@pedalista8321,2024-02-06T19:00:29Z,IN,en
ad79nYk2keg,It's letter B,@jonalyn7294,2024-02-05T05:29:01Z,IN,en
ad79nYk2keg,b,@karnavtiwari,2024-02-02T10:11:48Z,IN,undetected
ad79nYk2keg,The answer is A easy bro,@gaberosario925,2024-01-24T04:20:54Z,IN,en
ad79nYk2keg,The above video link isnt working,@SwetaChheda-o3o,2024-01-24T02:40:34Z,IN,en
ad79nYk2keg,D,@gamat-jamatmarathicreation3236,2024-01-22T03:28:05Z,IN,undetected
ad79nYk2keg,"B
😊",@davidakinlabi,2024-01-21T20:42:42Z,IN,undetected
ad79nYk2keg,C,@arseniotedra4573,2024-01-21T20:09:15Z,IN,undetected
qYNweeDHiyU,great info,@MuhammadAffanShahid-b8n,2025-06-19T13:05:45Z,IN,en
qYNweeDHiyU,"Nothing interesting about it, quite the opposite. No understanding: AI doesn’t “understand” meaning—it finds patterns in data.
No consciousness: It doesn’t think, feel, or reason like humans.
No goals or awareness: It optimizes mathematical functions, not intentions. So, it's not AI at all. Also, his analogy on music is wrong. If you give AI just the notes, it won't create anything, it will just combine the notes and make a mess out of it - it needs models to be trained. Humans can create new content without any preunderstanding of what music even is. This gentleman is full of non-sense. AI is a dangerous because important decisions will be made based on the output of statistical operations, that is where the dangerous is coming from.",@metitusable,2025-06-19T09:32:11Z,IN,en
qYNweeDHiyU,"nothing ever is invented, we just discover",@FLEXSON_007,2025-06-18T13:04:44Z,IN,en
qYNweeDHiyU,my intelligent deep learning crystalline empire colonizing metaverse multiverse kingdom kingdoms,@BonifaceMutunga-p2q,2025-06-18T11:50:49Z,IN,en
qYNweeDHiyU,Very much impressed,@nightrider9998,2025-06-18T04:30:20Z,IN,en
qYNweeDHiyU,"Thnak you for your Tutorial. I learn a lot everytime you talk about Cyber threats or like her about AI, LLMs, ML/DL/FM/GenAI",@karimsee9508,2025-06-17T21:41:29Z,IN,en
qYNweeDHiyU,FYP,@ryanbaker2817,2025-06-17T14:18:34Z,IN,undetected
qYNweeDHiyU,TV0V - Reading Isac Borgert’s book made me sit with uncomfortable truths. 'Jesus Failed and Ended in Disater' is not an easy read. - JG9B,@josefelipe-s2e6q,2025-06-16T04:03:02Z,IN,en
qYNweeDHiyU,🔥🔥🔥 every vid,@KoolLoli27,2025-06-15T22:05:14Z,IN,en
qYNweeDHiyU,I can learn AI myself using self learning method? Thanks,@mohamedaladdin9157,2025-06-14T18:46:25Z,IN,en
qYNweeDHiyU,"very well done
[ rare these days ]",@escapefelicity2913,2025-06-14T11:21:50Z,IN,en
qYNweeDHiyU,😢,@AnthonyCruise-v6o,2025-06-14T02:38:54Z,IN,undetected
qYNweeDHiyU,"Note how simple it is to explore IA concepts:
Programming is the support of the entire computer technology system and its growth.
To become a expert programmer, you also take the courses, as in business, to understand what becomes the data flow logics.",@rayjasmantas9609,2025-06-12T12:56:39Z,IN,en
qYNweeDHiyU,Great teaching,@Randomvideoworld-b4m,2025-06-11T19:41:27Z,IN,en
qYNweeDHiyU,"Excellent breakdown of complex topics! This video makes it so much easier to understand the differences between AI, machine learning, deep learning, and generative AI. Super informative and well-presented!",@BhawnaPizzi,2025-06-11T19:17:55Z,IN,en
qYNweeDHiyU,"""The information provided was highly informative and exceptionally well-explained in a clear and simple manner. I truly appreciate how complex concepts were broken down so effectively, making them easy to understand. Thank you!""",@anway24000,2025-06-11T15:50:43Z,IN,en
qYNweeDHiyU,"🤯 Finally, a video that makes AI concepts easy to understand without feeling overwhelmed! I’ve been struggling to connect the dots between machine learning and generative AI — and this explanation just clicked. 🧠✨ Thank you for simplifying such complex topics in such a clear, visual way! #TechMadeSimple #AIForEveryone",@DailyUseAI,2025-06-10T23:39:09Z,IN,en
qYNweeDHiyU,any notice how he is writing backward for us to see the word in the correct form?,@Tapi-SF5,2025-06-10T17:29:37Z,IN,en
qYNweeDHiyU,Excellent video: content and presentation!,@russelfernandes8483,2025-06-10T15:55:13Z,IN,it
qYNweeDHiyU,"Acutally, it is scared the way how the technology has rapidly developed over the five years. Now any thing I can find online, if they are produced more than 2 years, it feels like out dated.",@jeje2590,2025-06-10T15:06:09Z,IN,en
qYNweeDHiyU,"That was a very precise description of the artificial intelligence industry. I have one question, generative AI I think is the most important part for building a more predictive future! If generative AI can learn and begin to adapt to the person utilizing the technology. That would be the most valuable and most important advancement for the industry imo! I’m also really intrigued by the deep learning aspect! It seems at a point, if the human race is to build robots, the Generative AI and deep learning aspect would have to merge at a point! Is that correct?",@GeoCom-TheTruth,2025-06-10T01:29:35Z,IN,en
qYNweeDHiyU,Ok,@たさああさた-g9v,2025-06-09T18:34:52Z,IN,undetected
qYNweeDHiyU,I like the way the writings and presenters are displayed . I need guidance on how to achieve same,@ayodeleadeynka4195,2025-06-09T05:44:22Z,IN,en
qYNweeDHiyU,❤,@sanket.k3,2025-06-06T15:48:22Z,IN,undetected
qYNweeDHiyU,Is no one else wondering how he's so adept at speaking and WRITING BACKWARDS at the same time?!,@aubreyfinney4727,2025-06-05T21:04:43Z,IN,en
qYNweeDHiyU,"Mans on another level.. yes this is spiritual love and light for the topic at hand: sharing knowledge with humankind thats interesting, like ""deep fakes"" and ""realm of AI"". 

So how do they relate to each other, what is AI for you? 

What is technology? 

What is... your inner purpose?",@komani86,2025-06-05T14:01:28Z,IN,en
qYNweeDHiyU,"How to learn the use AI 
and important points?",@mogesderseh8450,2025-06-04T14:39:32Z,IN,en
qYNweeDHiyU,All of it is horrible and unnecessary.,@skiphoffenflaven8004,2025-06-03T12:59:29Z,IN,en
qYNweeDHiyU,"There was structure to the video, made me understand everything neatly",@tanishqsoni8246,2025-06-02T14:19:18Z,IN,en
qYNweeDHiyU,how to make this type of video,@my99test,2025-06-02T13:03:12Z,IN,en
qYNweeDHiyU,7:41 people creating music with pre-existing notes are different .the music that they create is a unique combination of that nodes but with LLMs they creates the notes or words or anything is already in existance,@RahulKumar-fr7vj,2025-06-02T11:16:30Z,IN,en
qYNweeDHiyU,exaxly 10 minutes,@sadhamsterson,2025-06-01T23:01:09Z,IN,en
qYNweeDHiyU,"Instead of saying these these these,  just say it out loud. I am trying to listen to your video while doing something else. Every time you say these I have to come back and rewind to understand what you were referring to",@hnallag,2025-06-01T12:53:52Z,IN,en
qYNweeDHiyU,"We can assume this whole video was flipped horizontally for playback, or some sort of inverse screen was used, due to his back not facing the camera. Or he's got an uncanny ability to write in reverse.",@DefundTheFringes,2025-06-01T06:26:39Z,IN,en
qYNweeDHiyU,What is ai,@DarkoStephen-o5c,2025-05-31T13:11:17Z,IN,en
qYNweeDHiyU,"Sir, will you share with me how you are displaying your writing? It's brilliant teaching with both boards while facing the audience :))",@Laura-q2n2b,2025-05-31T01:48:16Z,IN,en
qYNweeDHiyU,What a great teacher! Great explaining!,@Bloxd_Tp,2025-05-30T11:51:19Z,IN,en
qYNweeDHiyU,explain quantum computing and blockchain in such simple terms..,@counterpoint9260,2025-05-28T10:06:41Z,IN,en
qYNweeDHiyU,"you never quite explained AI, before moving into ML..",@counterpoint9260,2025-05-28T09:54:44Z,IN,en
qYNweeDHiyU,A good lecture that will benefit all who have followed this excellent explanation.,@AdolphusHayes,2025-05-27T14:01:21Z,IN,en
qYNweeDHiyU,"Simple and also elaborative..  as i am going through these things for the first time. ❤

No need of reading books.",@madeabnormal,2025-05-26T15:31:07Z,IN,en
qYNweeDHiyU,Can ai generate drawings on its own,@raghuarmani8341,2025-05-26T13:36:20Z,IN,en
qYNweeDHiyU,"Very good and simple, excelent video. thanks for it!",@MrFernandoMuniz,2025-05-24T23:17:56Z,IN,en
qYNweeDHiyU,"Fantastic Thank you, for making easy to understand AI. New Subscriber.",@ADAMSINA-j3n,2025-05-24T11:14:24Z,IN,en
qYNweeDHiyU,"Excellente vidéo, d'une clarté bluffante et l'écriture ""au tableau"" de face aide beaucoup à la compréhension et à retenir cette synthèse. Bravo !!",@corinned7528,2025-05-23T15:02:57Z,IN,fr
qYNweeDHiyU,Excellent overview.  Simple and to the point.  I shared it with my Grand daughter who is graduating tomorrow.  She's afraid of AI?,@garlandstyle5797,2025-05-23T03:07:32Z,IN,en
qYNweeDHiyU,Great explanation of practical modern day applications of artificial intelligence and machine learning put into theoretic framework for understanding the inner workers of International Business Machines at IBMI WatsonxAI,@AndrewChun791,2025-05-23T00:38:05Z,IN,en
qYNweeDHiyU,wow. amazing explanation! thank you.,@jaecheokkim99,2025-05-21T23:28:07Z,IN,en
qYNweeDHiyU,It's so amazing this video. Thanks a lot!,@AlexandreSilvaply,2025-05-21T05:02:37Z,IN,en
qYNweeDHiyU,Does AI draw that beautiful 🧠 there?,@alisaghi051,2025-05-20T16:20:55Z,IN,en
qYNweeDHiyU,"""riding my dinosaur into class""
Was the moment I hit the like button",@garybryant4293,2025-05-18T15:24:04Z,IN,en
qYNweeDHiyU,"Awesome summarization, thank you",@dishkakrauch,2025-05-17T05:28:11Z,IN,en
qYNweeDHiyU,"Very interesting topic, bit technical tbh",@DanielAustine-c1j,2025-05-16T19:08:08Z,IN,en
qYNweeDHiyU,That music analogy was perfect 👌,@andreanderson4291,2025-05-13T02:05:37Z,IN,en
qYNweeDHiyU,"The way you've simplified such complex topics is truly commendable — it made understanding AI, ML, Deep Learning, Generative AI, and Foundation Models feel effortless. Would love to see more content where you break down these concepts with such clarity!",@bhagyashreepunmia6540,2025-05-11T18:22:19Z,IN,en
qYNweeDHiyU,Thanks for the video! Loved it very much!,@JordiHettinger,2025-05-10T19:29:36Z,IN,en
qYNweeDHiyU,Perfectly teaching and summarizing. 👏👏👏 Really Congratulations! Thank you for the video,@yunusokyanus5382,2025-05-10T14:19:45Z,IN,en
qYNweeDHiyU,Anyone knows what he is using to write? I am needing to do some videos but need to do graphs and what he is doing is exactly what I was thinking of but don't know what he is wiring on. Anyone knows?,@EduardoCoronaTorres-k7l,2025-05-09T06:42:27Z,IN,en
qYNweeDHiyU,It's impressive how you can teach complex stuff in a very simple and understandable way. Thank you so much.,@tund3_,2025-05-08T14:47:58Z,IN,en
qYNweeDHiyU,i have no idea how you do it,@CrazyUncut-o7f,2025-05-08T02:06:50Z,IN,pt
qYNweeDHiyU,Thank you for describing a complex thing in a very simple and structured way.,@marcusnikander4535,2025-05-07T09:18:52Z,IN,en
qYNweeDHiyU,Thanks for explanation now it is more clear ! Great presentation.,@ouizafernandes586,2025-05-05T14:17:42Z,IN,en
qYNweeDHiyU,What an amazing explanation. Love to learn more about LLM and Gen AI,@mubashir.rahman,2025-05-05T02:13:42Z,IN,en
qYNweeDHiyU,"Very good, please enable automatic translation of YouTube audio",@rafunix,2025-05-03T16:08:13Z,IN,en
